,Unnamed: 0,date,truth_o_meter,statement,tags,url,shortExplanation_prep,summary
633,2291,"July 30, 2021",false, CDC will revoke the emergency use authorization of the PCR COVID tests because those tests don t differentiate between COVID and flu viruses. Translation: They ve been adding flu cases to Covid cases when using that test. ,"['Public Health', 'Health Check', 'Coronavirus', 'Facebook posts']",https://www.politifact.com/factchecks/2021/jul/30/facebook-posts/cdc-test-cant-differentiate-between-covid-and-flu-/,"Social media posts claimed the CDC was revoking its emergency use authorization request for its COVID test because it couldn’t differentiate between the COVID virus and flu viruses. While the CDC is withdrawing its EUA request for the 2019-nCoV RT-PCR test, it is not because the test is faulty. Rather, it’s because the agency is concerned that, with flu season approaching, patients with respiratory illness symptoms should be screened for both the flu and COVID. The patients shouldn’t be tested for COVID alone, because flu cases might be missed. The statements made in these Facebook posts are not accurate.","Posts circulating on Facebook and Instagram incorrectly claim that the Centers for Disease Control and Prevention is withdrawing its COVID-19 test because it cannot differentiate between the COVID virus and flu viruses.
The CDC’s emergency use authorization from the Food and Drug Administration was not for a test that is distributed or sold but a protocol specifying which reagents were needed to test for the COVID virus.
According to experts, the CDC chose to withdraw its EUA request because it wanted to direct laboratories and testing facilities to use a protocol that tests for multiple viruses at once, not just the COVID virus, to save time and resources as flu season approaches.
"
634,2292,"July 30, 2021",false, 60% of patients admitted to the hospital in the UK have been fully vaccinated ,"['Facebook Fact-checks', 'Coronavirus', 'Facebook posts']",https://www.politifact.com/factchecks/2021/jul/30/facebook-posts/uk-health-official-misspoke-when-he-said-60-hospit/,A Facebook post said 60% of the people admitted to hospitals with covid have been double vaccinated.K. health official. The official issued a correction where he said he meant to say that 60% of hospitalized patients were unvaccinated. The post didn’t acknowledge the correction.,"A U.K. health official misspoke when he said, “around 60% of the people being admitted to hospitals with covid have been double vaccinated.” He later issued a correction.
Partly or fully vaccinated individuals made up about 40% of people who were hospitalized in the U.K. between February and July. Public health officials said that’s due to the U.K.’s high rates of vaccination and the spread of the delta variant.
The vaccines are still effective at reducing the number of infections that result in hospitalization.
"
635,2293,"July 29, 2021",false, Ethylene oxide used in COVID-19 testing swabs literally changes the structure of the building blocks of your own body. ,"['Health Care', 'Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Facebook posts']",https://www.politifact.com/factchecks/2021/jul/29/facebook-posts/covid-19-testing-swabs-wont-change-your-dna-contra/,"A video shared on Facebook claims that the ethylene oxide used in COVID-19 testing swabs literally changes the structure of the building blocks of your own body. The swabs and many other types of medical equipment are sterilized using ethylene oxide gas. The gas is considered a carcinogen and a mutagen, but any traces of the gas left on a cotton swab after sterilization would be below measurable levels and harmless. A person wouldn’t have their DNA damaged or develop cancer using a swab.","Ethylene oxide gas is used to sterilize around half of the medical equipment that is used across the United States. The equipment is then aerated so that any residual ethylene oxide can be released and dissipate.
The gas is a known carcinogen and can cause health issues if a person is exposed to a high concentration, but any trace amounts of ethylene oxide on a cotton swab would not be enough to cause harm or change a person’s DNA.
"
636,2296,"July 27, 2021",false, Video montage shows Kamala Harris and others faking vaccination. ,"['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Facebook posts']",https://www.politifact.com/factchecks/2021/jul/27/facebook-posts/video-suggesting-covid-19-vaccinations-were-faked-/,"A Facebook post includes a video montage that purports to show that people who got COVID-19 shots while on camera, including Harris, were faking being vaccinated. One of the video segments shows a flu shot that was administered in 2019, and another shows a staged promotional event. Other parts of the video mischaracterize the type of medical equipment used or mistakes that occurred during vaccinations and were later corrected."," A video montage that purports to show fake vaccinations depicted real events in misleading ways.
 One clip in the montage shows then-Vice President-elect Kamala Harris being vaccinated. There is no evidence that the vaccination was fake.
"
637,2297,"July 27, 2021",false, It makes no sense to require vaccinations for the previously infected. ,"['Facebook Fact-checks', 'Coronavirus', 'Facebook posts']",https://www.politifact.com/factchecks/2021/jul/27/facebook-posts/heres-why-experts-say-people-who-had-covid-19-shou/,"Mercola wrote, It makes no sense to require vaccinations for the previously infected. Experts are unsure exactly how long someone is protected against COVID-19 after they have been infected. The CDC says vaccination is a more effective way of building protection against the virus, including variants. The authors of the studies Mercola cited recommended that people who were previously infected with COVID-19 still get vaccinated. They say vaccination does make sense, because everyone can have varying degrees of immunity and it is unclear how long natural immunity lasts.","People who have had COVID-19 do have some level of immunity; however, the CDC recommends vaccination because it provides better protection.
Naturally acquired immunity may not be as effective against variant strains of the virus that cause COVID-19.
"
638,2303,"September 10, 2020",pants-fire, The CDC has removed the ‘Covid-19 Pandemic’ and replaced it with ‘Covid-19 Outbreak’ on their website. It was never a pandemic. ,"['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Facebook posts']",https://www.politifact.com/factchecks/2020/sep/10/facebook-posts/no-cdc-hasnt-stopped-calling-covid-19-pandemic/,"A Facebook post claims, The CDC has removed the ‘Covid-19 Pandemic’ and replaced it with ‘Covid-19 Outbreak’ on their website. It was never a pandemic. The CDC website’s homepage currently refers to the novel coronavirus outbreak, and has been using that term since January. The World Health Organization declared COVID-19 a pandemic in March, and the CDC website still refers to the COVID-19 pandemic on several of its pages."," The World Health Organization declared COVID-19 a pandemic in March.
 There is no evidence the U.S. Centers for Disease Control and Prevention removed the term “pandemic” and replaced it with “outbreak” on its website homepage; “outbreak” has been used on the homepage for months.
 On many pages, the CDC website refers to “the COVID-19 pandemic.”
"
639,2304,"September 9, 2020",pants-fire, Says President Donald Trump never downplayed the virus. ,"['National', 'Coronavirus', 'Kayleigh McEnany']",https://www.politifact.com/factchecks/2020/sep/09/kayleigh-mcenany/mcenany-says-trump-never-downplayed-virus-he-did-a/,"McEnany said Trump never downplayed the virus. During the early months of the coronavirus outbreak, Trump said the country was in very good shape and blamed Democrats and the media for trying to inflame the situation beyond what the facts would warrant. In the very tape that McEnany was asked about, Trump said he downplayed the virus to avoid creating panic. McEnany spun that as him showing leadership to calm a worried nation. The reasons Trump said what he said aren’t part of this fact-check. Trump’s words are. And they give zero support to McEnany’s statement.","Between the end of January and mid March, Trump told the public that the virus was well under control and presented little risk.
He told Bob Woodward that he played down the virus to avoid creating panic.
"
640,2311,"August 31, 2020",pants-fire," The CDC adjusted the US Covid deaths from 153,504 to 9,210. ","['Facebook Fact-checks', 'Coronavirus', 'Facebook posts']",https://www.politifact.com/factchecks/2020/aug/31/facebook-posts/no-cdc-did-not-quietly-adjust-us-coronavirus-death/,"A Facebook post claimed that the CDC decreased the number of COVID-19 deaths in the U.S. from 153,504 to 9,210. As of Aug. 31, the CDC counted 182,622 Americans who had died because of the coronavirus. A NCHS report found that, for about 6% of Americans who die from the virus, COVID-19 is the only condition listed on their death certificates. But that doesn’t mean the remaining 94% didn’t die due to the coronavirus. People with preexisting conditions, such as cancer or diabetes, have a higher risk of dying if they contract COVID-19. Complications from those conditions, as well as comorbidities like influenza and pneumonia, can be listed in addition to the coronavirus on death certificates. In 92% of death certificates that mention the virus, COVID-19 was the underlying cause of death, according to the NCHS.","President Donald Trump retweeted multiple posts that falsely claimed the Centers for Disease Control and Prevention decreased the number of U.S. coronavirus deaths to 9,210.
Those posts misconstrue data from the CDC, which shows that the vast majority of coronavirus-related deaths occur in patients who have comorbidities like influenza or pneumonia.
As of Aug. 31, the CDC reported that 182,622 Americans have died since the start of the pandemic. Some estimates put the death toll even higher.
"
641,2319,"August 13, 2020",pants-fire," Says Anthony Fauci, Bill Gates, George Soros and Jeffrey Epstein are connected with Moderna, Inc., and its efforts to create the coronavirus vaccine. ","['Drugs', 'Health Care', 'Facebook Fact-checks', 'Coronavirus', 'Facebook posts']",https://www.politifact.com/factchecks/2020/aug/13/facebook-posts/conspiracy-about-moderna-gates-epstein-fauci-and-s/,"A Facebook post claims that the vaccine developer Moderna is connected to Dr. Anthony Fauci, Bill Gates, George Soros and Jeffrey Epstein. But none of the supposed connections are founded.","The connections the post claims are wrong. Fauci is more than 14 years older than Gates and had already graduated from Cornell and was working at the NIH when Gates was in college.
Gates did not attend Cornell and did not room with Fauci.
IG Farben is not connected to Moderna.
Fauci was never CEO of Moderna.
Epstein was not the primary stockholder of Moderna when he died.
"
642,2366,"August 14, 2018",mostly-true, Says Rick Scott cut $700 million from water management. ,"['Environment', 'State Budget', 'Water', 'Florida', 'Florida Democratic Party']",https://www.politifact.com/factchecks/2018/aug/14/florida-democratic-party/yes-rick-scott-did-cut-700-million-floridas-water-/,"The Florida Democratic Party tweeted that Scott ""cut $700 million from water management."" The budgets of Florida’s five water management districts were collectively cut by over $700 million about a year into Scott’s first term. Since the governor has the final say over the water management districts’ budgets, the tweet is largely accurate. However, in the years since 2012, the districts’ budgets have started to rise again. The overall budget of the five districts is no longer $700 million less than the pre-Scott budget.",
643,2407,"May 7, 2020",barely-true," Under the mayor’s COVID-19 order, Kansas City churchgoers must register with the government. ","['Corrections and Updates', 'Government Regulation', 'Religion', 'Facebook Fact-checks', 'Coronavirus', 'Liberty Counsel']",https://www.politifact.com/factchecks/2020/may/07/liberty-counsel/no-churchgoers-dont-have-register-government/,"An article shared on Facebook claimed that under a Kansas City mayor’s COVID-19 order, Kansas City churchgoers must register with the government. As part of an order governing the gradual reopening of the city, the mayor initially ordered churches to keep lists of people attending church gatherings so that attendees could be contacted if a coronavirus outbreak traced to a particular gathering occurred. Four days later, that order was changed to make attendance list keeping recommended, but not mandatory. However, no order ever required churchgoers to register with the government. In the event of a COVID-19 outbreak, however, it’s possible that names on attendance lists kept churches would be turned over to the city. UPDATE, May 11, 2020: This story has been updated to reflect that Liberty Counsel updated its blog post with a new headline following publication of this fact-check.","A blog post claimed that Kansas City’s stay-at-home order in response to COVID-19 required churchgoers to “register with the government.”
The mayor issued an order, as part of gradually reopening the city, that would have required churches to keep attendance lists for their events in case a coronavirus outbreak was traced to a particular gathering. But before that order took effect, the mayor issued a new order that made the attendance lists recommended, not mandatory.
There was never a requirement for churchgoers to register with the government.
"
644,2408,"May 7, 2020",barely-true," Gas is under $1 in 13 states, but $2.27 in Pennsylvania, because of the governor. ","['Gas Prices', 'Transportation', 'Taxes', 'Facebook Fact-checks', 'Coronavirus', 'Pennsylvania', 'Facebook posts']",https://www.politifact.com/factchecks/2020/may/07/facebook-posts/cant-blame-governor-high-pennsylvania-gas-prices/,"A Facebook post blamed Pennsylvania Gov. Tom Wolf for gas prices in Pennsylvania being higher than in 13 other states, where prices had dropped recently to lower than $1 per gallon in some places, while prices in Pennsylvania were above $2 A recent survey found gas prices under $1 in 13 states. Pennsylvania has the second-highest gas tax in the nation and gas taxes are a major reason why gas is more expensive in Pennsylvania. But large increases in Pennsylvania’s gas tax took place under a law that was adopted before Wolf was elected. And there are other reasons — distance from supply, supply disruptions, and retail competition and operating costs — that cause gas prices to vary region.","A Facebook post blames Democratic Gov. Tom Wolf for high gasoline prices in Pennsylvania.
High gas taxes are one reason Pennsylvania’s gas prices are higher, but large increases result from a law that was adopted before he took office.
"
645,2409,"May 6, 2020",barely-true," The flu killed 80,000 people in the U.S. last year ","['Facebook Fact-checks', 'Coronavirus', 'Facebook posts']",https://www.politifact.com/factchecks/2020/may/06/facebook-posts/facebook-post-exaggerates-seasonal-flu-deaths-last/,"A Facebook post said that flu killed 80k people in the U.S. last year. Flu deaths are hard to tally. But we know that in September 2018, the CDC announced a preliminary estimate that flu deaths totaled 80,000. Later, the CDC updated its estimate to a lower number: 61,099 deaths. The Facebook post said last year which we think would refer to the 2018-19 season. The CDC’s preliminary estimate is about 34,157 deaths.","The CDC’s estimate for seasonal flu deaths for the 2017-18 season was about 61,000.
The CDC’s preliminary estimate for seasonal flu deaths for the 2018-19 season is about 34,200, but that’s not the final number.
"
646,2412,"May 4, 2020",barely-true, New York Times editor admits Biden sexual assault story was censored at behest of Biden campaign. ,"['Facebook Fact-checks', 'Coronavirus', 'Facebook posts']",https://www.politifact.com/factchecks/2020/may/04/facebook-posts/Claim-New-York-Times-censored-Biden-sex-assault/,"An article from the website of a conservative organization claimed New York Times Editor Admits Biden Sexual Assault Story was Censored at Behest of Biden Campaign. The Times removed 13 words from a 2,500-word story about a new sexual assault allegation against Biden. The Times’ editor said that after being contacted the Biden campaign, the paper deleted, for better clarity, a portion of a sentence that referred to Biden’s previous physical contact with women. The same words that were taken out of the sentence remain in the story two paragraphs before, stating that women had spoken out about Biden kissing, hugging or touching them in ways that made them feel uncomfortable.","The 2,500-word New York Times story examined a new allegation that Joe Biden sexually assaulted a former staff assistant in 1993.
Times executive editor Dean Baquet said 13 words about Biden’s past physical contact with women were deleted from the story post-publication after Biden’s campaign contacted them.
The same words that were removed, however, are intact in the story two paragraphs earlier. The words describe past allegations of Biden “kissing, hugging or touching” women in ways that the women say they “made them feel uncomfortable.”
"
647,2413,"May 4, 2020",barely-true, The (corona)virus just isn’t nearly as deadly as we thought it was. ,"['Public Health', 'Pundits', 'PunditFact', 'Coronavirus', 'Tucker Carlson']",https://www.politifact.com/factchecks/2020/may/04/tucker-carlson/tucker-carlson-says-coronavirus-isnt-deadly-we-tho/,"Carlson said the coronavirus just isn’t nearly as deadly as we thought it was. Scientists warned early in the outbreak that the raw number of confirmed cases didn’t give a fully accurate picture of mortality. The infection fatality rate should be lower, as experts have said for months. It’s premature to say as a matter of fact that a far rosier picture has emerged.","Reputable scientists warned early in the outbreak that there was not a totally accurate picture of how deadly the coronavirus was. There’s still not.
It’s misleading to compare, as Carlson did, the early reported case fatality rates, which reflect deaths among confirmed COVID-19 patients, with more recent infection fatality rates that estimate the death rate for all infected people.
COVID-19 still appears more lethal than the seasonal flu, experts said. Infection fatality rates that may seem small can lead to mounting death tolls.
"
648,2415,"April 29, 2020",barely-true, Trump and McConnell are blocking stimulus checks for Americans married to immigrants. ,"['Immigration', 'Economy', 'Facebook Fact-checks', 'Coronavirus', 'Facebook posts']",https://www.politifact.com/factchecks/2020/apr/29/facebook-posts/claim-about-stimulus-check-eligibility-americans-m/,"A Facebook post said, Trump and McConnell are blocking stimulus checks for Americans married to immigrants. The post wrongly makes it seem as if the law providing the stimulus payment was a doing only of Republicans. The CARES Act passed with bipartisan support. Not all Americans married to immigrants are barred from getting a stimulus check. That applies to couples that filed a joint tax return, one using a Social Security number and the other using an ITIN. That exempts military families. If a couple files tax returns separately, the spouse who filed with a Social Security number is eligible for the payment.","The post wrongly makes it seem as if the law providing the stimulus payment was a doing only of Republicans. The CARES Act passed with bipartisan support.
Not all Americans married to immigrants are barred from getting a stimulus check. That applies to couples that filed a joint tax return, one using a Social Security number and the other using an ITIN. That exempts military families.
If a couple files tax returns separately, the spouse who filed with a Social Security number is eligible for the payment.
"
649,2416,"April 28, 2020",barely-true," Sweden has zero lockdown and is in no worse shape than Denmark or Norway, which are in lockdown. ","['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Facebook posts']",https://www.politifact.com/factchecks/2020/apr/28/facebook-posts/sweden-mostly-open-has-higher-covid-19-death-rate-/,"A Facebook post claims that amid the COVID-19 pandemic, Sweden has no lockdown and is in no worse shape than Denmark or Norway, which are in lockdown. It goes too far to say Sweden has no lockdown, in that gatherings of more than 50 people are prohibited. The total number of confirmed cases is increasing at a faster rate in Sweden than in Norway and Denmark — even though Sweden is doing less testing per 1,000 people than Norway and Denmark. Moreover, Sweden has higher death rates.","It goes too far to say Sweden has no lockdown in response to COVID-19. Sweden’s recommendations aren’t as strict as Norway’s and Denmark’s, but it is recommending social distancing.
The rate of confirmed coronavirus cases is rising faster in Sweden than in Norway and Denmark, and Sweden has a higher death rate.
Differences such as how much testing is being done from one country to another can make comparisons difficult.
"
650,2417,"April 23, 2020",barely-true," Hundreds and hundreds of labs are ready, willing, and able. ","['National', 'Coronavirus', 'Donald Trump']",https://www.politifact.com/factchecks/2020/apr/23/donald-trump/donald-trump-exaggerates-number-untapped-coronavir/,"Trump said he had a list with hundreds and hundreds of labs ready and able to provide coronavirus testing. The White House declined to provide the list, and the Health and Human Services Department did not provide a tally. The closest we found was a FDA list of about 130 labs nationwide. The people who work with testing said that simply possessing the laboratory equipment to process tests is insufficient to pull off the assignment. The vice president described how the government was still in the process of learning which labs could do what. The labs exist, but the ready and able piece is a work in progress.","The president said the White House has a list that shows many untapped labs are ready to go to do more testing.
Labs exist, but how many are ready to handle the patient specimens sent to them is unknown.
"
651,2419,"April 23, 2020",barely-true," Face masks being manufactured in China, for example, went to domestic consumption and their own fight against the virus while the U.S. was largely unable to import supplies from China. ","['Florida', 'Coronavirus', 'Marco Rubio']",https://www.politifact.com/factchecks/2020/apr/23/marco-rubio/did-china-halt-exports-face-masks-us/,"Rubio said face masks being manufactured in China, for example, went to domestic consumption and their own fight against the virus while the U.S. was largely unable to import supplies from China. China did have a greater need for its domestically manufactured masks in February as the virus ravaged the country, but Rubio greatly overstates the situation. Imports of masks from China to the U.S. did drop in January and February, but imports of other products dropped even more. Imports to the U.S. did occur in April through the federal government’s Project Air Bridge, and a few states arranged their own imports with the help of other entities.","All imports from China fell during January and February 2020, compared with a year earlier, but did not disappear entirely.
The federal government as well as a few states have imported medical supplies from China during the COVID-19 pandemic.
U.S. imports of certain medical supplies from China fell in 2019 when the Trump administration raised tariffs on these goods.
"
652,2420,"April 21, 2020",barely-true, Wisconsin is clearly seeing a decline in COVID infections ,"['Health Care', 'Public Health', 'Wisconsin', 'Coronavirus', 'Wisconsin Republican Legislative leaders']",https://www.politifact.com/factchecks/2020/apr/21/wisconsin-republican-legislative-leaders/no-wisconsin-not-clearly-seeing-decline-covid-case/,"Vos and Fitzgerald said the state is clearly seeing a decline in COVID infections. There are a lot of ways to slice the coronavirus data, but this is an exaggeration. Hospitalizations had dropped somewhat from the week prior, but were holding steady for the five preceding days.","There are a lot of ways to slice coronavirus data, but this overreaches
New cases and deaths in the week before this claim were roughly in line with both the preceding week and the averages for the month of April.
Hospitalizations were down from a week prior but flat the week before the claim.
"
653,2421,"April 17, 2020",barely-true, NC liquor stores were deemed essential because we have a lot of people who are chemically dependent on alcohol and if we suddenly cut off their access they would go into withdrawal and flood the emergency rooms. ,"['Alcohol', 'North Carolina', 'Coronavirus', 'Jeff Jackson']",https://www.politifact.com/factchecks/2020/apr/17/jeff-jackson/why-are-nc-liquor-stores-considered-essential/,"Jackson said liquor stores are still open because we have a lot of people who are chemically dependent on alcohol and if we suddenly cut off their access they would go into withdrawal and flood the emergency rooms, which we can’t have right now. Gov. Cooper is responsible for determining which businesses are considered essential, and his administration hasn’t mentioned alcohol dependency as a reason for the designation. But it’s not clear that that concern is shared among all 170 ABC store owners.","Liquor stores in North Carolina, known as ABC stores, are considered essential businesses during the coronavirus lockdown.
A Democratic state Senator said the stores are essential because some people are dependant on alcohol and, if they don't get it, they'll go into withdrawal and ""flood"" emergency rooms.
Neither Gov. Roy Cooper, nor his Executive Order or administration, ever specifically mentioned a concern for hospitals as a reason liquor stores are allowed to remain open.
"
654,2422,"April 16, 2020",barely-true," Says all Vegas hotels but Trump’s have donated food, rooms in COVID response. ","['Facebook Fact-checks', 'Coronavirus', 'Facebook posts']",https://www.politifact.com/factchecks/2020/apr/16/facebook-posts/trumps-vegas-hotel-hasnt-made-donations-it-isnt-on/,"A Facebook post attacks Trump’s Las Vegas hotel as being the only one in the city that didn’t offer food or rooms for emergency personnel. Several other hotels in Las Vegas have made donations, but the Trump hotel does not appear to be the only exception. The city has hundreds of hotels, motels and inns, and a hotel industry trade group says 36 Las Vegas hotels were participating in its national initiative to offer rooms to first responders and health care workers.","Some Las Vegas hotels have given free hotel rooms to emergency responders working through the coronavirus outbreak.
Trump’s Las Vegas hotel has not. But it is not the only exception.
"
655,2423,"April 14, 2020",barely-true," The president looks like he was ahead of the curve – as you know, he talks about this all the time – on shutting down travel from China. ","['National', 'Coronavirus', 'Pennsylvania', 'Rick Santorum']",https://www.politifact.com/factchecks/2020/apr/14/rick-santorum/rick-santorum-said-trump-was-ahead-curve-china-tra/,"Santorum said, The president looks like he was ahead of the curve – as you know, he talks about this all the time – on shutting down travel from China. Trump wasn’t ahead of the curve, as Santorum said. He was following the advice of experts in his own administration – and the actions of the industry directly affected the move. And about 45 nations restricted travel from China before the United States. PolitiFact’s Miriam Valverde contributed to this report.","Former U.S. Sen. Rick Santorum on Monday defended President Donald Trump’s response to the coronavirus outbreak, saying his January decision to restrict travel from China was “ahead of the curve.”
Santorum’s comments came one day after Anthony Fauci, the nation’s top infectious disease expert, told CNN anchor Jake Tapper that earlier implementation of social-distancing and stay-at-home orders could have saved lives lost to the coronavirus.
Really, Trump wasn’t “ahead of the curve,” as Santorum said. He was following the advice of experts in his own administration – and the actions of the industry directly affected by the move. And about 45 nations restricted travel from China before the United States.
"
656,2424,"April 13, 2020",barely-true, Says of COVID-19 that Dr. Anthony Fauci was telling people on February 29th that there was nothing to worry about and it posed no threat to the US public at large. ,"['Public Health', 'California', 'Coronavirus', 'DeAnna Lorraine']",https://www.politifact.com/factchecks/2020/apr/13/deanna-lorraine/tweet-amplified-trump-misleads-faucis-late-februar/,"Lorraine tweeted that Fauci was telling people on February 29th that there was nothing to worry about and it posed no threat to the US public at large. Fauci did say on Feb. 29 that rules Americans would come to know as social distancing were not yet warranted. However, just about every other sentence of his remarks was filled with caveats indicating that the situation could change. He did not indicate that there was nothing to worry about or that the virus posed no threat to the public."," A Trump supporter’s tweet misleadingly portrays advice that Dr. Anthony Fauci gave publicly on Feb. 29.
 On that date, Fauci said rules Americans would come to know as social distancing were not yet warranted. 
 However, just about every other sentence of his remarks was filled with caveats indicating that the situation could change. He did not suggest that there was “nothing to worry about” or that the virus “posed no threat to the public.”
"
657,2425,"April 10, 2020",barely-true, Says Robin Vos wore protective gear that election workers he forced to work … do not have. ,"['Elections', 'Wisconsin', 'Coronavirus', 'Facebook posts']",https://www.politifact.com/factchecks/2020/apr/10/facebook-posts/robin-vos-election-protective-gear-was-available-p/,A Facebook post shared widely chastised Vos for wearing protective gear at the polls that election workers he forced to work today do not have. Poll workers in other parts of the state had some – but not necessarily all – of the same equipment used Vos.,"A Facebook post criticized Vos’ access to a mask, gloves and gown while working the polls on Election Day, saying others didn’t have the same protective equipment.
But other poll workers in Burlington wore the same gear.
At the same time, some poll workers across the state only had access to masks and gloves.
"
658,2426,"April 9, 2020",barely-true," Says Bill Gates and other globalists, in collaboration with pharmaceutical companies, are reportedly working to push tracking bracelets and ‘invisible tattoos’ to monitor Americans during an impending lockdown. ","['Public Health', 'Science', 'Technology', 'Facebook Fact-checks', 'Coronavirus', 'Instagram posts']",https://www.politifact.com/factchecks/2020/apr/09/instagram-posts/post-about-bill-gates-work-vaccine-tracking-distor/,An online post says that Bill Gates is pushing tracking bracelets and invisible tattoos to monitor Americans during the novel coronavirus pandemic. His foundation awarded a grant to MIT to study invisible dyes that could accompany vaccines to keep track of vaccinations in developing countries.,"The Bill & Melinda Gates Foundation funded research into invisible ink technology that could accompany vaccines to strengthen vaccination record-keeping in developing countries.
MIT began its research in July 2016, years before the first cases of the novel coronavirus emerged.
There’s no evidence Bill Gates is pushing for tracking bracelets, or that the MIT research has anything to do with “tracking Americans” amid the pandemic.
"
659,2427,"April 9, 2020",barely-true," While all COVID-19 news has been going on, the U.S. Government has been sneakily trying to remove end-to-end encryption which means the government will be able to see all of your messages and listen to all of your calls. ","['Legal Issues', 'Technology', 'Privacy Issues', 'Coronavirus', 'Instagram posts']",https://www.politifact.com/factchecks/2020/apr/09/instagram-posts/government-sneakily-trying-change-encryption-rules/,"The post said, While all COVID-19 news has been going on, the U.S. Government has been sneakily trying to remove end-to-end encryption which means the government will be able to see all of your messages and listen to all of your calls. If the EARN IT Act passed — which is not imminent — it would make it easier for law enforcement to demand information from technology companies about certain users of their services. But the bill is receiving public scrutiny and proceeding through Congress in a typical way, so it’s not accurate to describe it as sneaky. Far from green-lighting government intrusion into all messages and calls, any such requests would have to be premised on a link to suspected child exploitation. Whether that limitation would hold in practice is hotly debated between civil libertarians and law enforcement."," A bill currently being considered by Congress, called the EARN IT Act, would make it easier for law enforcement to demand information from technology companies about certain users of their services. 
 The bill wouldn’t grant unlimited access. Any request would have to be premised on a link to suspected child exploitation.
 Whether the government would try to push past those boundaries in practice is hotly debated between civil libertarians and law enforcement.
"
660,2429,"April 8, 2020",barely-true, The Obama administration left Trump with a stockpile with a cupboard that was bare. ,"['Federal Budget', 'Natural Disasters ', 'Coronavirus', 'Donald Trump']",https://www.politifact.com/factchecks/2020/apr/08/donald-trump/trump-said-obama-admin-left-him-bare-stockpile-wro/,"Trump said the Obama administration left him with a stockpile with a cupboard that was bare. In one specific way, he has a point: N95 masks were depleted after the H1N1 outbreak in 2009, and experts warned years ago that the supply should have been replenished. However, Trump made a sweeping generalization and exaggerated when he described the stockpile as a bare cupboard. The former director of the stockpile, just a couple of months before COVID-19 cases appeared in the U.S., described it as an $8 billion enterprise, with extensive holdings of many needed items.","The director of the national stockpile described it as an $8 billion enterprise in November.
While the stockpile had a lot of goods, it didn’t have all the needed supplies for the nationwide 2020 pandemic.
Reports show that N95 masks were depleted as a result of H1N1 in 2009, and experts warned they should be replenished.
Budget figures going back to 2009 show overall funding for the stockpile dropped to its lowest in 2013, to about $477 million. Allocations have grown steadily since then to a 2020 budget of $705 million.
"
661,2430,"April 7, 2020",barely-true, The Chinese Communist Party is using Zoom as a way to spy on our citizens. ,"['China', 'Pundits', 'Technology', 'PunditFact', 'Coronavirus', 'Charlie Kirk']",https://www.politifact.com/factchecks/2020/apr/07/charlie-kirk/china-spying-you-through-zoom-charlie-kirk-oversta/,"Kirk said, The Chinese Communist Party is using Zoom as a way to spy on our citizens. But one of the researchers told us that while they identified security issues with Zoom, whether China has exploited the platform for espionage was not something they considered. China is likely capable of using Zoom for spying, experts told us. It’s not implausible that the country has tried using it to target governments, businesses and others with sensitive information. We don’t know whether China has done so. But there’s no proof that it has. A spokesperson for Zoom said the company isn’t aware of efforts China to tap into meetings on the platform, and experts said most ordinary Americans shouldn’t have any reason to worry.","Researchers from the University of Toronto concluded April 3 that Zoom was “not suited for secrets” after identifying several security-related issues.
One of the researchers told us they did not look for or find evidence that China has actually used Zoom for spying.
Could China exploit Zoom’s vulnerabilities for surveillance? Probably. But experts said the country probably wouldn’t dedicate resources to spying on ordinary Americans.
"
662,2431,"April 3, 2020",barely-true, Says a 5G LAW PASSED while everyone was distracted with the coronavirus pandemic and lists 20 symptoms associated with 5G exposure. ,"['Facebook Fact-checks', 'Coronavirus', 'Facebook posts']",https://www.politifact.com/factchecks/2020/apr/03/facebook-posts/fact-checking-conspiracy-theory-about-5g-and-coron/,"A Facebook post claimed that the government used the coronavirus pandemic to distract from the passage of a 5G law. Trump signed a law March 23 that aims to secure and protect 5G infrastructure in the U.S. The legislation has a provision to protect American companies, but it says nothing about installing more 5G towers. While some experts have said there could be adverse health effects associated with 5G, other reports say the fears are overblown. Misinformation about 5G and the coronavirus can be traced to a Russian propaganda campaign that seeks to delegitimize the implementation of 5G.","President Donald Trump signed a law March 23 that tasks the federal government with securing 5G data networks. It does not explicitly provide for the installation of more cell towers.
While some experts are concerned about the potential health effects of 5G, there is no evidence to support the symptoms listed in the post.
Misinformation about the health effects of 5G can be traced to a 2019 propaganda campaign promoted by Russian state television.
"
