,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Context Length,Poem Length
285,"“Four years after Parkland school massacre, parents of victims protest and mourn. Manuel Oliver, father of Parkland shooting victim Joaquin Oliver, displays a banner from a [150-foot] construction crane near the White House calling on officials to prioritize gun violenceprevention policies.“","Warily, scarily,
Bold Mr. Oliver
Scaled the steel ladder in
Spite of his fears,
 
Uncompromisingly
Telling the president:
Parents serve terms lasting
More than four years.
 

",Silly,,,,,292,175
286,"“Franklin Graham attacks Pete Buttigieg for being gay, says he should repent“","He thinks that Mayor Pete is a sinner
And what Trump does is none of our biz.
Says Franklin, “I’m riding a winner
And that is the way that it is.”
 
",,,,,,77,149
287,"“From California to Minnesota to Massachusetts, turkeys havetaken a liking to university life, leading to social media stardomand crosswalk confrontations.“","Turkey, turkey, on the lawn,
Tell me please what’s going on.
Please don’t stand there. Let me pass.
I’m already late for class.
 
Turkey, turkey, in the Quad,
Surely there is something odd
In the way you make me fear
I’m the one who shouldn’t be here.
 
Faced with your assertive pride,
I’m the one who steps aside.
I’m the one who wonders what
Powers your determined strut.
 
Turkey, tell me I am wrong.
Teach me I too can belong
With the brightest and the best.
Turkey, help me pass this test!
 

",,,,,,156,499
288,“Fungus full of psychedelic drugs could causeIndiana Brood X cicadas’ butts to fall off“,"Pity the poor cicadas,
Who don’t know which from what.
They hatch, they eat, they seek a mate,
But then they lose their butt.
 
It doesn’t help that they are stoned
And part of some great show.
It just seems cruel, a fate that I
Would never choose to know
 
If it were happening to me.
No, let me sing and die,
And should you see me lose my butt,
Please, do not tell me why!
 

",,,,,,88,378
289,“G-20 make mild pledges on climate neutrality… [T]he leaders ‘took only baby steps’ in the agreementand did almost nothing new… The leaders said they were ‘working on actionable options…’” ,"Blabbity blabbity,
carbon neutrality
seemed like a serious
goal, but in fact

leaders still working on
actionability
weren’t, apparently,
able to act.


",Silly,,,,,189,153
290,“Galápagos rock formation Darwin’s Arch collapses from erosion“,"Could Darwin see the arch fall down
He’d hardly give that flop a frown,
But merely jot a note, and think,
There goes another missing link.
 
",,,,,,63,141
291,“Gas stoves leak climate-warming methane even when they’re off“,"Reekity, leakity
now climatologists
gather to kindly in-
form us en masse
 
Citizens hoping to
rescue the planet who
switch to electric are
cooking with gas.
 

",Silly,,,,,63,161
292,“Get Ready for a Scary Fortnight in French Politics: A Le Pen Presidency Really Is Possible“,"This cannot happen here, we say, but maybe we don’t mean it;
Macron has lost the luster he once had.
As pressure keeps on building from the Right (you must have seen it),
Zemmour makes Miss Le Pen look not so bad.
 
A kinder, gentler radical she’s trying hard to be now—
Pure fascist, yes, though with a human face.
She’ll ship these stinking immigrants to camps far from Paree now,
But with a touch of elegance and grace.
 

",,,,,,92,426
293,“Ghislaine Maxwell is the woman at the center ofthe Jeffrey Epstein scandal. She’s not been seen in months“,"O what has become of the Lady Ghislaine?
She’s vanished with never a trace, or a stain.
Have journalists driven her over the edge,
That billionaire belle with the name that means “pledge”?
 
A rumor is running (you know how they are)
That Lady Ghislaine’s gone the way of her Pa,
Who somehow contrived the most tragic of stunts:
Fell overboard, drowned, and was fished out at once
 
And recognized—settling thereby the hash
Of those he had owed an abundance of cash.
His enemies suffered quite genuine pain
When Maxwell was lost from the Lady Ghislaine—
 
For this was the name of both daughter and boat.
In any Ghis-contest, the boat gets my vote:
Both sailed in deep water, more flashy than sure;
But human Ghislaine sank the young and the poor.
 
O Lady Ghislaine, there are rumors at large:
There’s talk of subpoenas, and even a charge …
Though optimists swear we will see you again,
I’ll wait for your funeral, Lady Ghislaine.
 

",,,,,,107,935
294,"“Giant potato is not actually a potato, says Guinness World Records…A New Zealand couple who believed they had dug up the world’s largest potato in the garden of their small farm near Hamilton have had their dreams turned to mash.“","The giant tuber known as Doug
Has left New Zealand less than smug:
He’s lost his claim (it seemed so good!)
To Guinness-class potatohood.

What can we learn from this? It’s moot;
Perhaps don’t root for every root?
What’s excavated from the mud
Will sometimes fail to be a spud.
 
",,,,,,231,280
295,"“Giuliani, the former mayor of New York City and former personal attorney for ex-PresidentDonald Trump, appeared on Wednesday’s episode of the Fox singing show in a jack-in-the boxcostume. He belted ‘Bad to the Bone.’” ","How much—besides one greasy grin—
We’d lose of what this land rues
By trading Giuliani in
For lovely Giuliandrews!

Our Giuli could have danced all night
With genuine conviction,
And while she sang, how sweet and bright
And flawless was her diction!

But Rudy belting on about
The badness in his bone
Earns praise for honesty, no doubt,
But none for taste or tone.


",,,,,,219,367
296,“Give Green Her Boots Back… These overtures at progressivismoften comically fold back into the retrograde ideas they claim to eschew.…[I] would rather them keep their pseudo-progressive piffle to themselves…’“,"Wrigledy-piggledy,
M&M makeovers
snooker consumers, warns
WaPo’s review;
 
folks at Mars Wrigley are
pseudo-progressively
biting off more than they
claim to eschew.
 

",Silly,,,,,209,168
297,"“GOP Leader: Biden Grant Plan Referencing Anti-Racism, 1619 Project Is ‘Divisive Nonsense’“","Some whites don’t want to talk about
The stuff we did before,
While others are bummed out that we
Can’t do it anymore.
 
",,,,,,91,121
298,“Green Credentials of World’s Largest Investor Questioned Over Oil Industry Emails“,"We said We’re all about the green,
The greenest firm you’ve ever seen.
You didn’t ask us what we mean
And now you try to shame us?
 
The corporate meaning of a word
Will rarely be the one you’ve heard,
And while I’m sure it sounds absurd,
For this we’re fairly famous.
 
Our claims might be just empty rot,
But green we have, and quite a lot!
Green’s money-colored—you forgot?
Hey, that’s on you; don’t blame us.
 

",,,,,,83,416
299,“Group of women asks US supreme court to overturn topless sunbathing ban“,"Bathing without our tops on
Is simply a woman’s right.
It’s nothing to call the cops on;
No need for distress or fright.
 
To tan like a man, or more so,
Is something our sex has earned—
This law’s like a too-browned torso:
Time it was overturned.
 

",,,,,,73,251
300,"“Grumpy Cat, the internet’s most famous cat, dead at 7“","The door gets opened when I please.
I prowl the whole night long,
Then sleep on warm computer keys.
You think I’m happy? Wrong.
 
I’ve pricey sofas for my claws
Plus Frank Lloyd Someone’s chairs,
All mine for shredding into straws.
I sit on saints. Who cares?
 
Oh, here we go. You think, perchance,
Scared mouse for every meal
And snacks of prized umbrella plants
Impress me? Please. Big deal.
 
I have to eat and mate and doze
Then do it all again.
Dear God! One hardly even knows
To whom one can complain.
 

",,,,,,55,512
301,"“Had America not absorbed the sheer skeevinessof that decade, we wouldn’t be where we are today.","It seems that skeeviness is now
A word that everyone should know;
The New York Times would not allow
A word to interrupt the flow

Its readers are accustomed to
When tapping into current news.
Did skeevy pass a peer review?
Was it intended to amuse?

If skeeviness means what I think,
It started in the reign of Ronald
When everything began to stink,
And culminated in The Donald.


",,,,,,96,383
302,"“Hamza bin Laden, the son of the late al-Qaida leader, has married the daughter of Mohammed Atta, the lead hijacker in the 9/11 terror attacks, according to his family.” ","Gather blooms from every garden!
Let the vests be richly styled!
For the offspring of bin Laden
Weds Mohammed Atta’s child.

Toast the harmony symbolic
Of the vessel and the heir!
Raise a glass (non-alcoholic)
To this devastating pair:

Handsome Hamza, glowing gently
With his father’s scarlet fame,
And a girl (who consequently
Has no reason for a name).

Lads are cheering, lasses swooning,
Eager all to ascertain
Where they’re going honeymooning,
And the details of the ’plane:

But today there’ll be no crashers,
As the sable flags unfurl,
Hailing those united smashers,
Hamza Bin and Atta-Girl.


",,,,,,170,602
303,"“Hank the Tank, the giant 500-pound black bear who stands accused of breaking into over 30 Lake Tahoe-area homes in search of food—often while the residents are still home—may actually be a three-bear operation.“","The Ursa Major proved to be
Not just a single bear, but three,
Tres osos snuggled in a cave—
And pizza was the thing they’d crave.
 
They craved it till they couldn’t wait:
No time to stay and hibernate.
And cutting short their wintry snooze,
They ended up on network news.
 
The wildlife folks said, “What to do?
Euthanize this gluttonous crew?
But surely folks would raise a stink,
So relocation’s best, we think.”
 

",Topical/Witty/Wit-Wordplay,,,,,212,420
304,“Happy Women’s History Month!”,"This is a month for feeling blithe and sistery—
A little envious, perhaps, but joyful too:
This month we honor Happy Women’s History;
At last those Happy Women get their due

Now’s not the time for Sylvia or Assia,
Virginia, or Marie Antoinette;
The mood this March is cheerier and sassier,
But also calmer. Not the suffragette,

Like Mrs. Pankhurst, chained against a railing,
Or Joan of Arc, or Mary Queen of Scots;
Let’s praise those gals whose lives were plainer sailing,
On crystal seas, in well-appointed yachts.

Glad Women, thanks! Imagining the fun of you
Brightens my days with something like good cheer;
And if I knew the name of even one of you,
Or anything you did, I’d blaze it here.


",Topical/Witty/Wit-Wordplay,,,,,30,700
305,"“Have (aliens) Overcome Their Savage Past, or Might They Want to Eat Us?“Oreo Has a New UFO-Themed Pack to Extend an Olive Branch to Extraterrestrials.”","Jeepery creepery,
alien visitors
might want to eat us, so
plan for the worst.
 
If you’re confronted by
extraterrestrials,
try to appease them with
Oreos first.
 

",Silly,,,,,152,164
306,“Hawaii Reopens to Tourism“Blizzard warning issued for Hawaii”,"Shivering quivering
tropical visitors
exit the airport and
right on the spot
 
find that despite all the
tourist-industrial
marketing, paradise
isn’t so hot.
 

",Silly,,,,,62,161
307,“HBO Admits ‘Latte’ in Last Night’s ‘Game of Thrones’ Was ‘a Mistake’“,"It landed like a direwolf strike,
That latte famed of yore,
And Hound and Worm devoured it like
A pail of dragon’s gore.
 
The Mountain shrank, the Walkers ran,
The Starks went raving mad,
And lots of characters began
To rue their arcs so bad;
 
For ’twas the star that bucked the trend,
This shot of fat-free foam:
It brought King’s Landing to its end.
Go, wargs! Now please go home.
 

",,,,,,70,388
308,"“He’s definitely one of the toughest players that I ever faced in my life,” Djokovic said. “It’s a matter oftime before you’re going to hold a Grand Slam, that’s for sure.” And then he joked to Medvedev,a 25-year-old from Russia who hadn’t lost to anyone since October:“If you don’t mind waiting a few more years…“","Tennis-y court-esy,
Novak T. Djokovic,
ending the match with a
masterful stroke,
 
honored his rival with
amicability,
complimentarily
serving a djoke.
 

",Silly,,,,,314,155
309,“Health and productivity—the four-day week debate“,"That isn’t why I’m getting in a stew:
The thought of doing five days’ work in four.
It’s really only two days’ work I do.
I stretch it out to five by moving slower.
 
My extra day will leave me feeling lower.
I should be out and knocking back a brew,
Instead of gearing up to meet the chore
Of squeezing three days’ shirking into two.
 

",Topical/Witty/Wit-Wordplay,,,,,50,338
310,"“Hedgehog balloons up to massive size after developing rare condition:‘Balloon Syndrome’ caused a small hedgehog to swell up with gas, which required a vet to ‘pop’ it” ","Poor Bubbles panicked: up he blew,
A hedgehog-Zeppelin, until
A human ally powered through
With something like a human quill.

Yes, there’s a moral (everything
Allows a sage to moralize):
We sometimes need a friend to bring
Us back to earth and normal size.

",,,,,,169,259
311,"“Herd immunity, also called community immunity, a state in which a large proportion of a population is able to repel an infectious disease… can be conferred through natural immunity, previous exposure to the disease, or vaccination.“","The ones who never cease to breach
the mandates with impunity
will cease to matter when we reach
community immunity.
 
Although the mandates are mundane,
we know that their jejunity
will be forgotten when we gain
community immunity.
 
As vaccinations rise, we wait
for any opportunity
to one by one facilitate
community immunity.
 
They say that we’re divided, yet
we’ll form a kind of unity
when out of pluribus we get
community immunity.
 

",,,,,,233,443
312,"“Hindu god Shiva given seat on Kashi-Mahakal Express …Officials in charge of the Kashi-Mahakal Express … booked the upper berth in a second-class, air-conditioned compartment for the god known as the cosmic destroyer on the train’s inaugural run. …The Times of India said in an editorial that ‘assigning an upper berth to Shiva is illogical, because he has transcended the plane on which berths exist’.” ","Shiva
Was no diva.
When assigned a second-class berth,
He did not destroy the earth.
 
",,,,,,404,87
313,“His Unforced Verbal Fumbles Burden Biden on the Stump“,"“His unforced verbal fumbles burden Biden on the stump,”
A headline numbly rumbles, clumping stumbles in a lump.
Though jumbles of Joe’s bumbles tumble through a news day’s dump,
His mumbles aren’t as dumb as grumbles trumpeted by Trump.
 
",,,,,,55,240
314,“Hong Kong is to close government-managed beaches again … after photosof busy Hong Kong beaches went viral on Chinese social media.“,"Higgledy-piggledy
Hong Kong’s new policy
kowtows to Mainlanders:
beaches are closed.
 
Meanwhile most revelers
frolic in eateries
two per each table with
faces exposed.
 

",Silly,,,,,132,172
315,“Hong Kong marks anniversary of Chinese rule with protests“,"Carrie was a little Lam:
They loved her in Beijing,
And anywhere that Jinping went,
He led her on a string.

Extradition was his wish,
So Carrie did her best,
Bleating her commitment to
The public interest.

But the people of Hong Kong
All stamped and chanted, “No!”
To the slaughter in Beijing
They did not wish to go.

Extradition’s now on hold
(No one thinks it’s gone);
In BETAeijing they bide their time,
Keep calm and Carrie on.

",Topical/Witty/Wit-Wordplay,,,,,59,436
316,“Hong Kong’s iconic giant floating restaurant capsizes in South China Sea“,"A nautical eatery
sank to its grave
when rescuers found it too
flooded to save.
 
I bet it was cursed by a
slip of the lip
(some waitress had prayed for a
newsworthy tip).
 

",,,,,,74,175
317,“Hospitals need to turn down unvaccinated people infected with COVID-19.“,"If care is denied to the badly behaved,
Then sick antivaxxers could end up unsaved.
Hey, smokers and drinkers, you better beware!
You might be up next for denial of care.
 
",,,,,,73,173
318,"“House cat ancestors’ remains found in Polish caves—2,000 miles from homeThe discovery of 7,000-year-old remains of the Near Eastern wildcat in Europe adds a newwrinkle to the cat’s evolutionary story. …[T]he feline’s presence suggests it was comfortable living alongside, if not exactly with, humans—an important step on the road to becoming fully domesticated.“","Unearthed remains of house cats’ distant kith
Reveal a step towards domestication:
Living alongside, not exactly with.
A step, they say. I’d say a destination.
 
",Topical/Witty/Wit-Wordplay,,,,,363,162
319,"“Housing and Urban Development Secretary Ben Carson canceled the order after it was revealed his office decoration exceeded the legal budget of $5,000“","She told him of the limit,
She even told him why
They’d have to stay within it,
And a teardrop filled his eye.

“Five thousand’s not enough!
It’ll leave the office bare.
This budget limit’s tough—
I can’t even buy a chair!”

He cursed the wasteful crutch
That HUD gave to the poor:
“No mahogany hutch?
Then what’s our budget for?”


",Topical/Witty/Wit-Wordplay,,,,,151,333
320,“How to dress sexy in your 50s“,"When I was in my teens and early twenties
I did wear clothes intended to reveal.
But now that I have hit my middle fifties
I’m flattered more by fashions that conceal.
 
And anyway, the women that I go for
Are not impressed by rock-hard buns or abs.
Though some can have their heads turned by a six-pack—
It’s why I use transparent shopping bags.
 

",,,,,,31,350
321,"“Hundreds of Trump supporters stuck on freezing cold Omaha airfield after rally, 7 taken to hospitals“","Don leaves supporters in the cold;
They shouldn’t be surprised.
The sick, the poor, the meek, the old—
They’re plainly his despised:
 
If you don’t own a limousine
Or fly on Air Force One,
You’re just a blip across his screen,
Then frozen out, my son,
 
And, hypothermic daughter, you
Are also on his Z-list.
So, welcome to the canned-heat crew.
Is that frostbite thou feelest?
 

",,,,,,102,381
322,“I don’t envy the editors about to get an onslaught of . . . bees in eyes living on tears poems.“,"There’s a bee in my eye.
It makes me good money.
I bottle my teardrops
and sell them as honey.
 
There’s a bee in my eye.
My troubles are many.
My retina’s tickled
by twitching antennae.
 
There’s a bee in my eye.
There may be a dozen.
And that explains why
my cornea’s buzzin’.
 
There’s a bee in my eye.
If I had a scruple
I’d have them evict
the bee from my pupil.
 
There’s a bee in my eye,
and I say, “Doggone it!
This bee in my eye
is a bee in my bonnet!”
 

",,,,,,97,465
323,“I don’t get that. You’re the president. You’re not likesomeone’s crazy uncle who can just retweet whatever.“,"Old Uncle Orange Tinges
Is now really off his hinges.
He is cuckoo, barking, loco,
And his ramblings are rococo.
 
Tweeted slander, lies and libel
Are his blueprint and his Bible
So it truly is essential
He becomes unpresidential.
 

",Silly,,,,,109,234
324,“I don’t take responsibility at all.“,"The press says nasty things about the virus.
Why do they think the buck should stop with me?
My answer to whatever they inquire is
That I don’t take responsibility.
 
I’m unconcerned about the nation’s health,
Or deaths among your friends and family.
I watch the Dow, I dream about great wealth,
And I take no responsibility.
 
This is the art I bring to every deal.
Let’s blame the Chinese this time. Don’t blame me.
Whatever pain you suffer, I can’t feel.
I never take responsibility.
 

",,,,,,37,490
325,“I have instructed the United States Navy to shoot down and destroy any and all Iranian gunboats if they harass our ships at sea.“,"Sir, be advised: no gunboats fly.
They’re darn hard to “shoot down.”
We could, I guess, aim for the sky,
Though gunner’s mates may frown;
 
They’re more accustomed, sir, to aim
Directly at their foe.
So please you, if it’s all the same,
At gunboats, we’ll shoot low.
 

",,,,,,130,270
326,"“I said ‘Hey, Houston, I’ve got the world in my window.’“I love a window. . . . The whole of life already framed. Right there.”","When Michael Collins orbited
Above Tranquility
It seems he felt unlimited,
Like Maudie: Whole. Calm. Free.
 
With Neil and Buzz encamped below,
Mike Collins ruled the sky.
He saw, in thumbnail size, a glow:
Our whole world flitting by.
 
He took up painting later on,
Got tranquil scenes just so.
The light is right, and then is gone.
A window’s opened, though.
 

",,,,,,127,365
327,“I tell the truth when I can.”,"An eye for an eye.
A tooth for a tooth.
A lie for a lie.
A lie for the truth.
 
",,,,,,30,80
328,"“If 1967 was the Summer of Love, well, 2018 is starting to feel like the Summer of Food Poisoning. Oh how times change.”","“Eat salad,” they said. “It’s terrific for you.”
So I thought, “Why not give it a try?”
But later I turned a sick, yellowish hue,
So I’m sticking with stuff that they fry.
 
",,,,,,120,174
329,"“If the government is not reopened before March, millions of Americans who receive benefits from the Supplemental Nutrition Assistance Program (SNAP)—the nation’s food stamp program—could have their assistance disrupted.","What’s gonna feed me till I’m dead?
Government Cheese and Welfare Bread.
I’ll survive ’long as I got these:
Welfare Bread and Government Cheese.

Government Cheese got a nice warm glare:
Looks a lot like the President’s hair;
Welfare Bread’s got a good fake smell:
There’s that Washington style as well.

Ain’t no hobo, ain’t no Red;
Don’t ask nothing but Welfare Bread.
Work all day till I’m on my knees;
Don’t take away my Government Cheese.

Shut the Government? I don’t know
Where that Welfare Bread’s gonna go;
Lay off paying your employees?
Who’s gonna truck that Government Cheese?

Tell the President, grant us please
Welfare Bread and Government Cheese!
God help the working family fed
On Government Cheese and Welfare Bread.


",Topical/Witty/Wit-Wordplay,,,,,220,737
330,“Illinois governor: Federal government sent wrong type of masks“,"Our staunch Lone Ranger just received
Ten crates of Batman masks;
No masks for her, Catwoman’s grieved.
Where’s mine? the Phantom asks.
 
Hamburglar’s wrapped in Mummy gauze,
The Hulk wears gray Carrara,
While Wonder Woman’s sporting claws
And Wolfman her tiara.
 
Clark Kent’s decked out as Supergirl.
Check out Spock’s ears on Kirk!
It’s costume business Tilt-A-Whirl:
Your Government at work.
 

",,,,,,64,399
331,"“In [Yoko Ono’s] latest artwork, she is enlisting thousands of ordinary folk to ring in this year’s Manchester international festival with Bells for Peace, a massive participatory artwork…“","Perform your part for peace,
Ye ordinary folk!
Make pacificity increase
With every booming stroke!
 
As those irenic peals
Convulse the airy spheres,
See! Baffled War falls back and reels,
Her fingers in her ears.
 
Just let that peaceful din
Serenely blast the skies,
And you’ll be guaranteed to win
The Ono Bell Peace Prize.
 

",,,,,,189,330
332,"“In an extraordinary letter, [Marc Veyrat, chef of La Maison des Bois] railed against his demotion [by Michelin Guide inspectors] … . ‘I have been depressed for six months. How dare you take the health of your chefs hostage? … [The inspectors] dared to say that we put cheddar in our soufflé of reblochon, beaufort and tomme! They have insulted our region; my employees were furious. When we have eggs from our chickens, milk from our cows, and two botanists collect our plants every morning!’Eating at La Maison des Bois … is described on Veyrat’s website as ‘a veritable pastoral andmineral symphony in which nature’s bounty is displayed in each and every dish.'“","They dared to say there’s cheddar in our soufflé!
Our soufflé, coaxed from tomme and reblochon
On which, for sheer douceur, the fragrant hoof lay
Of one whose coat I’ve personally shone!
 
The miserable frauds detected cheddar!
And yet they flaunt themselves as critics still!
They hoped to put my feelings through a shredder:
Are they content that I’m depressed and ill,
 
And all this region wounded and offended
By imbeciles deserving to be sued?
My restaurant should not have condescended
To offer such a symphony of food,
 
Such hymns to Nature, bountiful and tuneful—
Like prawns in pine sap, served on bits of shed—
To those more aptly serviced with a spoonful
Of fat-free processed mild Velveeta spread.
 

",,,,,,665,715
333,"“In essence, this structure appears to act as a kind of editor….","We’ve thought there’s no homunculus
Inside our brains, for ages;
Who’d guess there was, to edit us,
A reader of our pages,

A “little brain,” there, after all,
A sharp blue pencil genie,
To coddle, coax, correct, and call
To buy us a martini?


",,,,,,64,245
334,"“In northern Denmark, an IKEA showroom turned into a vast bedroom. Six customers and about twodozen employees were stranded by a snowstorm and spent the night in the store, sleeping in thebeds that are usually on show.“","Whose store this is we surely know;
Head office is in Stockholm, though.
They will not mind us staying here
As all the roads fill up with snow.
 
With suppertime now drawing near
We have provisions for good cheer,
E.g., a lingonberry shake
With Swedish meatballs and a beer.
 
And after dinner we can take
A showroom bed—no need to make
This furniture, no need to keep
That tool to fix some dumb mistake.
 
The beds, it’s true, are kind of cheap;
But dreams of doing this run deep,
And where else would we rather sleep?
There’s nowhere else we’d rather sleep.
 

",,,,,,219,563
335,“India bourse head was a ‘puppet’ of unnamed yogi… [A] nameless ‘spiritual guru’ in the Himalayas was influencing key business decisions at the country’s largest stock exchange.“,"Harumy-scarumy,
India’s stock exchange
might have been subject to
volatile swings
 
during the tenuous
time when the Master was
animatronically
pulling the strings.
 

",Silly,,,,,178,168
336,“Iran made a very big mistake!“,"We all are guilty of mistakes.
Perhaps you’ve made a few,
Like hitting gas instead of brakes,
Denying what is true,

Or diddling a trusting crowd.
To every mortal man
Some sorry pratfalls are allowed.
So, peace be to Iran.


",Topical/Witty/Wit-Wordplay,,,,,31,225
337,“Irishman Faces 20 Years In Jail After Exposing Himself On Flight To New York“,"Your honor, I respect your point condemning my shenanigans,
But have a heart, your lordship, set me free!
I really thought It’s just another Friday night at Flanagan’s
(I had a few before the flight, you see).
 
I didn’t plan to hit that man or moon the angry stewardess;
The Dewar’s made me do it, don’t you know.
So be a bloke—I swear that in the future I’ll fly fluid-less.
Hey judge, how ‘bout a drink before I go?
 

",,,,,,78,422
338,"“It is not a gloomy book… he skips quite breezily through a rich catalogue of gruesome,miserable experiences…“","History mastery
Niall C. Ferguson,
even while writing a
treatise on Doom,
 
isn’t a nihilist
characteristically—
Niallist, though, we can
safely assume.
 

",Silly,,,,,110,156
339,“Italian Sexism Row Over Job Advert Asking For Bathing Suit Image“,"You’re trained to keep the books and type at sixty words per minute?
No need; the job is simply to look pretty.
Your resume? Whatever. Just a photo with you in it
Will do if your bikini’s itty-bitty.
 
",,,,,,66,202
340,"“Italian village underwater since 1994 could resurface The [13th century] village of Fabbriche di Careggine, in Tuscany, Lucca province, was flooded in 1946to build a hydroelectric dam … Submerged under 34 million cubic meters of water, the still intactstructures of the abandoned village—including stone houses, a bridge, a cemetery and the SanTeodoro Church—reemerge only when the dam is emptied for maintenance. According to localtourism officials, this has happened only four times: in 1958, 1974, 1983 and 1994.“","Near the quarries of Carrara
Lies a village all alone:
Three-arched bridge and campanile,
Ancient houses all of stone,
 
With the church of Teodoro
And its final resting ground,
All subsumed by engineering
And professionally drowned.
 
While her stony phantom sisters
High-and-dryly freeze or bake,
Lost Fabbriche bathes her frescoes
In a redirected lake;
 
Only once in every decade
When the maintenance is due
Is the weight of water lifted,
And the land returned to view.
 
Then the bell-tower damply splutters
And the bell shakes off its rust,
While the cemetery shivers
With the soft return of dust,
 
And a faint pavana echoes
Through the bridge, long water-jammed,
To salute those strange fiestas
When the dead are all undammed.
 

",Topical/Witty/Wit-Wordplay,,,,,517,738
341,"“Japanese man spends $15,700 on dog costume to fulfill lifelong dreamof transforming into an animal“","How much is that doggie in the window?
The one with the waggly tail?
And how would it work were he skinned-O,
And swapped with a humanoid male?
 
I love rolling round on the carpet;
I hate to be left on my own;
I long to be somebody’s star pet,
And gnaw every night on a bone.
 
Some meanies believe it’s just folly,
Or even a waste of good cash,
But I want to live in a collie,
And waggle my nose in your trash.
 
I don’t want the life of a lizard;
I don’t want the life of a lark;
I just want raw liver or gizzard,
And someone to clap when I bark.
 
In sniffing I’m just a beginner,
But still I’ve a nose for a sale;
So please let me in, mister skinner,
And sell me that waggly tail!
 

",,,,,,100,689
342,“Join us in February for our fourth annual Snowdrop Festival—where you can visit gardens teeming with one of the earliest flowering plants of the year.“,"The cold rain teeming down for hours
Blots out those pale blooms’ clusters,
The forecast stuck at blustery showers
Relieved by showery blusters.

Don’t urge us out before it’s dry!
Until there’s really no drops,
Best stay indoors and warm, not try
To see some sodden snowdrops!


",Topical/Witty/Wit-Wordplay,,,,,152,280
343,"“Joshua Trump, 11, wakes up a celebrity after dozing off during presidential address.”“So the LORD was with Joshua; and his fame was noised throughout all the country.“","And lo! This day it came to pass
That Joshua was found,
And borne to Jericho (first class)
To hear the Trumpet sound.
 
Then seven senators arose
And led him to his place,
That all of Israel’s friends and foes
Might mark him face to face.
 
Now Joshua was wearied sore;
His vigil long he kept,
But when at last he could no more,
It came to pass he slept.
 
And as he slept the Trumpet blew,
A noise of high renown;
And verily, betwixt the two,
They brought the whole House down.
 

",Topical/Witty/Wit-Wordplay,,,,,168,482
344,“Jupiter and Saturn will look like a double planet just in time for Christmas“,"This Yule, of all strange chances,
We’ll see a bright new pattern,
As Jupiter advances
Towards advancing Saturn.
 
Pale Saturn’s ringlets jingle,
Quite openly besotted,
While Jupiter, long single,
Is blushing, rosy-spotted.
 
If you think this is sappy,
I recommend a U-turn:
We all should be so happy
As Sapiter with Juturn.
 

",,,,,,78,329
345,"“Just 2% of Elon Musk’s wealth could help solve world hunger, UN says“Feed the birds, tuppence a bag”","Dear Mr. Musk, your massive wealth
has proven that you’re canny.
But risking heaps on rocket ships?
Sir, you must need a nanny.
 
If you despise the UN’s cries
(“Give funds, and make it soon!”)
Perhaps a Mary Poppins song
will make you change your tune.
 
So take a note from Mr. Banks
(who got his just comeuppance).
Before you fly your fancy kites,
you ought to give a tuppence.
 

",,,,,,101,384
346,“Ketchup Shortage Creates New Market for All Your Old Packets“,"The diners spread their cash like paste
When I’m sacheting by:
They’ve not forgotten how I taste—
The Ketchup on the Rye.
 
",,,,,,62,124
347,“Kim-Joy’s recipe for macaron meringue snails“,"Although I’ve labored on and on
I’ve yet to get the hang
Of topping with a macaron
A snail of sweet meringue.
 
However much I squeeze and tug
Or nudge it with a spoon,
The outcome’s just a sugar slug
Beneath a macaroon.
 

",,,,,,46,224
348,"“Kirsten Gillibrand and the majority of House Democrats from New York… on Friday called on Gov. Andrew Cuomo to resign.” “Cuomo’s scandals are related: Instead of protecting seniors and women, he promoted himself.“","Biggledy-wiggledy
Kirsten E. Gillibrand
calls on the Governor:
“Fall on your sword.”
 
Cuomo, who swears he acts
un-narcissistically,
cries, “But they gave me an
M.E. award!”
 

",Silly,,,,,214,178
349,“Kirstjen Nielsen resigns as Trump homeland security secretary,"We thought she was earning her wages:
Promoting the President’s views,
Disputing that kids were in cages
Despite what we saw on the news—

But Trump thought her bullying toothless,
And brushed her from office like fluff.
Take note: if you mean to be ruthless,
Make sure you are ruthless enough.


",,,,,,62,297
350,“Lab analysis of Subway tuna sandwiches fails to identify tuna DNA“,"Expecting tuna DNA,
The lab found content quite bizarre;
We’re learning, from the exposé,
That Subway subs are way subpar.
 
What was the matter, did they say?
Sea serpent, sponge, or COVID mask?
Just write down Subway DNA
Judiciously as Do Not Ask.
 

",,,,,,67,253
351,“Lame duck pardons turkey“5 Federal Inmates Scheduled for Execution During Final Weeks of Trump Presidency”,"Well, sure, I had to pardon that poor turkey;
“Thou shalt not kill.” That message always stuck.
Believe me, life’s a thing I’ve always valued.
So what if folks are calling me “lame duck”?
 
But though I value life, in certain cases
A pardon’s something that would really suck.
Before I leave, I’ve planned five executions—
Hey, since they’re humans, I don’t give a fuck!
 

",,,,,,107,374
