Column1;Unnamed: 0;date;label;claim;tags;url;summary;poems;alt
1076;35188;20/05/2020;false; If you look at the one (hydroxychloroquine) survey, the only bad survey, they were giving it to people that were in very bad shape. They were very old. Almost dead. ;['National', 'Coronavirus', 'Donald Trump'];https://www.politifact.com/factchecks/2020/may/20/donald-trump/trump-wrong-hydroxychloroquine-studies-only-gave-d/;"Trump spoke as though there was only one study that found no benefit from hydroxychloroquine, and said it only looked at people “that were in very bad shape,” almost dead.
There have been three studies, and all found no link between hydroxychloroquine and reduced deaths.
All studies filtered out the impact of underlying health problems.
";"Once again Trump spoke,
without any foundation
Saying that only one study was made,
when three had achieved completion.

In all these three,
no link was found
between hydroxychloroquine and death.
Once again we see,
that lies are bound
between Trump and breath.";
1090;35323;14/05/2020;false; Gates Foundation stands to make nearly £31.5 billion on a coronavirus vaccine in U.K. ;['Facebook Fact-checks', 'Coronavirus', 'Facebook posts'];https://www.politifact.com/factchecks/2020/may/14/facebook-posts/no-evidence-gates-foundation-will-profit-coronavir/;"The £31.5 billion figure was calculated by multiplying an estimated cost per vaccine times the population of the United Kingdom. The estimated vaccine cost comes from a Daily Mail story, but we could find no other evidence to back it up.
The Gates Foundation has pledged millions of dollars to companies developing potential coronavirus vaccines. There is no evidence that the charity stands to profit from them.
The source of the Facebook post is a website that has published false conspiracy theories in the past.
";"A lot of people have
Shady and nasty hidden agendas.
Getting your facts and info on false conspiracies websites
is not very recommended.

Bill Gates and his foundation
Are both pretty rich,
But there's no proof they're profiting
By selling UK vaccines.";
716;2751;14/05/2020;pants-fire; Clearly, the Obama administration did not leave any kind of game plan for something like this. ;['Corrections and Updates', 'Health Check', 'Coronavirus', 'Mitch McConnell'];https://www.politifact.com/factchecks/2020/may/14/mitch-mcconnell/evidence-counters-mcconnell-claim-obama-team-left-/;"Numerous Obama administration officials dismissed this statement. Ronald Klain, who was Obama’s Ebola response coordinator, tweeted a link to the plan.
Kayleigh McEnany, White House press secretary for President Donald Trump, held up a hard copy of the Obama “pandemic playbook” during a May 14 press availability on the White House lawn.
";"Obama did leave a plan,
Numerous administrations dismiss the statement.
Watch out for who you stan
and what one does for entertainment. ";
731;2874;12/05/2020;pants-fire; Young people have a greater chance of being killed the HPV vaccine than COVID-19. ;['Health Care', 'Public Health', 'Iowa', 'Coronavirus', 'Jeff Shipley'];https://www.politifact.com/factchecks/2020/may/12/jeff-shipley/covid-19-vs-hpv-vaccine-covid-more-deadly/;"State Rep. Jeff Shipley wrote that young people have a higher risk of dying from the HPV vaccination than of COVID-19. No deaths have ever been linked to the HPV vaccine.
While young people are less at risk of dying of COVID-19 than older adults, some younger people have died from the virus.
";"Jeff Shipley wrote a tweet
Merely meant to start a discussion
It lacked sources in concrete
Regarding the young generation

He claimed the HPV vaccine for them
Is more dangerous than Coronavirus 
This statement is nothing but dumb
As no HPV needle ever claimed a life ";
1104;35462;08/05/2020;false; North Carolina’s health department is telling hospitals that if they decide to do elective surgeries, they won’t be eligible to receive (protective equipment) from the state. ;['North Carolina', 'Coronavirus', 'Warren Daniel'];https://www.politifact.com/factchecks/2020/may/08/warren-daniel/no-evidence-mandy-cohen-threatened-withhold-ppe-nc/;"The legislator says he got his information from a representative for the NC Healthcare Association.
The NCHA rep says she heard about the potential ultimatum from a health department staffer, who she declined to identify.
The health department denies Daniel's claim and says the NCHA's rep likely misunderstood their staffer. Hospitals told PolitiFact they never heard of the alleged plan.
";"Healthcare is a touchy subject,
Plenty of people get nervous.
Lawmwakers are not excluded,
But their claims should be funded.

Hospitals performing elective surgeries
Can still receive protective equipment,
Because procedures are procedures,
And equipment is unrelated.";
735;2879;30/04/2020;pants-fire; Pelosi was in (Wuhan) China 6 days after the impeachment HOAX failed. ;['California', 'Coronavirus', 'Facebook posts'];https://www.politifact.com/factchecks/2020/apr/30/facebook-posts/ridiculous-claim-pelosi-flew-wuhan-china-after-imp/;"Pelosi last visited China in November 2015, according to official records.
";"Facebook combats false news
Like Pelosi being in china at the time of the impeachment. 
Even though it was an hoax, 
she was in Wuhan in November 2015 for her disappointment. ";
196;593;23/04/2020;true; North Carolina is in the small minority of states that requires an absentee ballot to be signed two witnesses or a notary public. ;['Elections', 'North Carolina', 'Coronavirus', 'Jay Chaudhuri'];https://www.politifact.com/factchecks/2020/apr/23/jay-chaudhuri/nc-absentee-ballots-require-2-witnesses-unique/;"Jay Chaudhuri and Natasha Marcus, North Carolina state Senators, want to make it easier for people to vote absentee by mail.
In an op-ed, they claim that NC is in the ""small minority"" of states that require two witnesses to sign an absentee ballot.
That's true. NC is one of only three states that require the ballots to be signed by two witnesses if a notary isn't available.
";"Nobody likes
The COVID pandemic.
To know that you don't have to be
A brilliant academic.

But it's hard to not get infected with
The COVID pandemic
When you can't absentee vote
Because the process is very bureaucratic.

Two of the NC senators
Want to make it easier
""Let's vote like almost every other state!"", they say
So the process can be breezier.";
1128;35610;22/04/2020;false; Kennedy Center, PBS donated to Democrats after getting COVID-19 stimulus money. ;['Campaign Finance', 'Facebook Fact-checks', 'Coronavirus', 'Facebook posts'];https://www.politifact.com/factchecks/2020/apr/22/facebook-posts/no-kennedy-center-and-pbs-didnt-pay-covid-19-kickb/;"The Kennedy Center and a nonprofit that funds PBS received money from the $2 trillion federal stimulus law in response to the coronavirus.
Both Kennedy and PBS are nonprofits that are prohibited by law from making political donations. Federal election records show they have not made any such donations.
";"Covid left Culture collapsing,
so the government wanted to help out.
Republicans thought it was money laundering,
but the fund's destination left no doubt.

Both Kennedy Center and PBS are non-profit,
and the democrats didn´t profit from it.";
756;3023;06/04/2020;pants-fire; Now, they’re doing tests on airlines — very strong tests — for getting on, getting off. They’re doing tests on trains — getting on, getting off. ;['Coronavirus', 'Donald Trump'];https://www.politifact.com/factchecks/2020/apr/06/donald-trump/donald-trump-wrong-about-covid-19-testing-airplane/;"The CDC is not testing passengers for COVID-19 as they get on or off airplanes and trains.
The federal government is screening certain passengers at 13 airports.
Screening can include looking for symptoms, but it’s not the same as a test.
";"Once again discussing Donald Trump
Not sure if suffering from a bump
Stated that transportation hubs were being tested
That for passengers COVID-19 tests were being requested

In reality only screenings were carried out
For symptoms to flag
The only thing you need to worry is with jet-lag
So no miss-information needs to be spout.";
680;2549;27/03/2020;barely-true; Speaking of his restriction on travel from China, I had (Joe) Biden calling me xenophobic. … He called me a racist, because of the fact that he felt it was a racist thing to stop people from China coming in. ;['China', 'Health Care', 'Public Health', 'Coronavirus', 'Donald Trump'];https://www.politifact.com/factchecks/2020/mar/27/donald-trump/fact-checking-whether-biden-called-trump-xenophobi/;"Biden has not directly said that the restrictions were xenophobic.
Around the time the Trump administration announced the travel restriction,  Biden said that Trump had a “record of hysteria, xenophobia, and fear-mongering.”
Biden used the phrase “xenophobic” in reply to a Trump tweet about limiting entry to travelers from China and in which Trump described the coronavirus as the “Chinese virus.” Biden did not spell out which part of Trump’s tweet was xenophobic.
";"We all know that Trump
likes to say things is way.
This is just another chunk
of his manipulation clay.

Biden just said,
Trump as a record of hysteria,
as well as xenophobia,
and still has in his head,
fear-mogering,
still lingering.

Trump tweeted about
limiting the China travelers queue,
and more nonsense was spout,
when it described Covid as the Chinese Flu.

Biden replied,
""xenophobic"" was used
but, it was never implied
which part of tweet was accused.";
357;1041;26/03/2020;mostly-true; Says truck drivers are being turned away from fast-food restaurants during the COVID-19 pandemic. ;['Facebook Fact-checks', 'Coronavirus', 'Facebook posts'];https://www.politifact.com/factchecks/2020/mar/26/facebook-posts/some-fast-food-chains-turn-away-truckers-drive-thr/;"Truck drivers are having issues getting meals at some fast-food chains with shuttered dining rooms. Their rigs can’t fit in drive-thru lanes and they aren’t allowed to walk up and order at the window.
McDonald’s responded to complaints and created a curbside trucker ordering service at some of its locations.
Other fast-food chains haven’t yet implemented a solution.
";"Truck drivers can't go and order some fries
but it's not what your're thinking, at all!
It's just that the trucks are too big in size
and the drive-through windows are just too small!

But McDonalds is granting truckers a wish:
They are bulding taller windows
for the truckers to enjoy their filet-o-fish.
A solution is coming, as it shows.";
760;3030;25/03/2020;pants-fire; Says Gov. Tony Evers is pushing firearm confiscation orders ;['Guns', 'Wisconsin', 'Coronavirus', 'Facebook posts'];https://www.politifact.com/factchecks/2020/mar/25/facebook-posts/old-claim-tony-evers-and-gun-confiscation-wrong/;"A Facebook post finding new life amid the coronavirus outbreak says Evers is pushing gun confiscation, but the linked article is from April 2019.
At that time, Evers hadn’t proposed any such thing, and the article only details a call for red flag laws from the attorney general.
So what was wrong in 2019 is now both wrong and ridiculous.
";"News Feed lies happen every time.
No gun confiscation then, no gun confiscation now.
But, please, do! it’s worth every dime.
Such a red flag, how is this still allowed?";
691;2567;10/03/2020;barely-true; President Trump has come into contact with a potential coronavirus sufferer! ;['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Facebook posts'];https://www.politifact.com/factchecks/2020/mar/10/facebook-posts/headline-ignores-evidence-overstating-trumps-expos/;"There is no evidence President Donald Trump came into direct contact with a coronavirus sufferer.
Trump shook hands at a conference with Matt Schlapp, chairman of the American Conservative Union and Conservative Political Action Conference.
Schlapp days earlier had had contact with a man who has been confirmed to have the coronavirus.
Schlapp reportedly has no symptoms.
";"Can't men shake each other's hands in peace,
before anyone starts panicking about covid?
Schlapp sure is healthy and the contact was safe.
Is this the worst thing Trump ever did?";
690;2566;10/03/2020;barely-true; Says Nancy Pelosi delayed coronavirus funding so Dems could campaign on it. ;['Congress', 'Facebook Fact-checks', 'Coronavirus', 'Bloggers'];https://www.politifact.com/factchecks/2020/mar/10/blog-posting/fact-checking-claims-pelosi-held-coronavirus-aid/;"President Donald Trump signed an $8.3 billion emergency spending bill to address the coronavirus on March 6.
The bill was held up as both Republicans and Democrats negotiated over controlling the cost of vaccines and treatments.
There is no evidence House Speaker Nancy Pelosi delayed the bill solely to run political ads.
";"In this game of chess, 
Trump signed an emergency bill
so that coronavirus would be adress,
and the numbers stopped climbing the hill.

However,
The bill was held up,
negotiations were taking place
on how they should breakup,
the costs of such embrace.

No evidence was found,
that Pelosi delayed it for campaign.
Dems and Reps were all around,
discussing the bill pain.";
520;1666;10/03/2020;half-true; On key issues including taxes, health care, the Green New Deal, abortion, and guns, there is no daylight between Bernie Sanders and Joe Biden. ;['Immigration', 'Taxes', 'Education', 'Environment', 'Abortion', 'Guns', 'Health Care', 'Criminal Justice', 'Republican National Committee'];https://www.politifact.com/factchecks/2020/mar/10/republican-national-committee-republican/there-no-daylight-between-joe-biden-and-bernie-san/;" The Republican National Committee’s email accurately portrays the policy similarities between Biden and Sanders on several issues, including abortion, the Green New Deal, the death penalty, an assault-weapons ban, and detention of undocumented immigrants.
 However, the email overlooks notable differences between Biden and Sanders on other issues, including tax policy, free college tuition, and two aspects of their health insurance plan. It also incorrectly describes the position of both candidates on reparations for slavery.
";"The Republican National Committee’s email
sure is fast to portray similarities
but actually becames a snail
when it comes to disparities.

Although half of it is true,
Biden and Sanders are not in the same crew.
They differ on tax policy and free college tuition,
as well as two aspects of their health insurance plan.
So its wrong to say they are on the same mission
when they are two different minded man.";
1192;36103;09/03/2020;false; Coronavirus Hoax: Fake Virus Pandemic Fabricated to Cover-Up Global Outbreak of 5G Syndrome. ;['Public Health', 'Technology', 'Facebook Fact-checks', 'Coronavirus', 'Facebook posts'];https://www.politifact.com/factchecks/2020/mar/09/facebook-posts/no-evidence-coronavirus-was-faked-cover-5g-syndrom/;"No credible evidence has emerged to show that the current coronavirus spreading around the world was fabricated.
The best evidence is that the virus originated in an animal and spread to humans.
";"People always want to appear
Smarter than their peers.
Distrust and fear
Fill their ears.
The pandemic sounds scary, but it must be fake!
The 5G waves are the real headache!

Nothing further from the truth,
Because the virus came from animals,
And spread to our old and youth.";
1196;36111;03/03/2020;false; The coronavirus has made it to Mississippi and the lady that caught it wasn’t around nobody with it which means it is airborne. That means if the wind blows it your direction you’ll have it also. ;['Facebook Fact-checks', 'Coronavirus', 'Facebook posts'];https://www.politifact.com/factchecks/2020/mar/03/facebook-posts/there-are-no-confirmed-coronavirus-cases-mississip/;"According to the CDC and Mississippi, there are no confirmed COVID-19 cases in the state.
Researchers believe the disease is mainly spread person to person.
It has been hypothesized that the disease is airborne, but not documented.
";"Fortunately, covid doesn´t have wings,
but maybe the girl that supposedly got infected has,
because there were no cases in the Missisipi surroundings,
so where did this rumour fly from? why all this mess?";"You can’t confirm what’s not documented,
hypotheses are just that.
Let the wind blow in your face,
we don’t know where the virus is at. 
No confirmed cases in the state,
No proof meaning that is airborne.
To researches is mainly person to person,
Lack of reassurance can make us torn."
154;480;06/11/2020;mostly-true; West Virginia is near last in the U.S. rankings of education, clean drinking water, and child mortality. ;['West Virginia', 'Environment', 'Children', 'Education', 'Paula Jean Swearengin'];https://www.politifact.com/factchecks/2020/nov/06/paula-jean-swearengin/does-wva-rank-near-last-education-drinking-water-c/;" In standard federal government rankings of drinking water quality and child mortality, West Virginia ranks among the bottom five states.
 The state also ranked no higher than ninth from the bottom in several common math and reading tests for the National Assessment of Educational Progress.
 However, a measure of the state’s high-school graduation rate shows West Virginia among the nation’s best.
";"Their water quality is lowering
more of the children dying,
and don't get me started on their education though,
there's no suprise on them ranking so low.

Be it in math or in letters,
tests don't show any successes,
However, there's something good to be addressed,
something they qualify as the nation's best,
in results they migth not be great,
but at least a good chunck of them graduate.";
255;703;23/12/2021;false;" Polar bears have increased 400% in 45 years; whales are nearly fully recovered; extinctions are down 90% past century. Koalas are doing fine. If we could ban wind turbines we could save 85,000 birds of prey/yr in US alone. ";['Environment', 'Animals', 'Climate Change', 'Science', 'Facebook Fact-checks', 'Facebook posts'];https://www.politifact.com/factchecks/2021/dec/23/facebook-posts/fact-checking-state-endangered-animals-extinctions/;"Global estimates of the polar bear population show either a modest decline or virtually no change. Before 1973 they were at threat of being over-hunted, and today they face climate change and ice loss.
Whale populations are not close to recovering fully. Experts said their numbers will never return to what they once were before whale hunting was regulated. Today, they face both climate change and other manmade threats.
Experts and scientific data show that koalas are vulnerable due to elevated carbon dioxide levels, predatory animals, bush fires and more.
";"Whales and koalas are doing fine,
Polar bears have taken over the ice again,
increasing their population, postponing their deadlines
lets pop out the champagne!

HAHAHA, keep dreaming!
Polar bears keep on declining,
whales population will never be the same,
koalas face new and deadly challenges 
created by man and the climate change.";
75;246;10/12/2021;barely-true; Canada joins the no jab, no food trend ;['Facebook Fact-checks', 'Coronavirus', 'Facebook posts'];https://www.politifact.com/factchecks/2021/dec/10/facebook-posts/grocery-shopping-canada-possible-without-covid-19-/;" A single province in Canada, New Brunswick, gave retail and grocery stores the option to either enforce physical distancing or request proof of vaccination against COVID-19. Grocery stores are not required to ask for proof of vaccination. 
 One of two major grocery store chains in Canada said its stores would not require proof of vaccination. 

";"No jab, no food.
If you want to buy our products,
go take your vaccines,
and comeback with proof.

Canadians must folow this rule,
but only the ones living in New Brunswick,
so if you did not get the vaccine, 
go get it, quick!";
611;2157;04/08/2021;false; Ivermectin caused a substantial decrease in the excess mortality rate in Mexico. ;['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Facebook posts'];https://www.politifact.com/factchecks/2021/aug/04/facebook-posts/claim-ivermectin-bringing-down-covid-19-mortality-/;"We did not find any credible data showing a causal relationship between administering ivermectin and its overall effect on the COVID-19 excess mortality rate in Mexico.
A maker of ivermectin said in February that it does not believe that available data support the safety and efficacy of ivermectin for the treatment of COVID-19.  The World Health Organization in March also said that data from known trials using ivermectin were inconclusive and recommended against the use of the drug for treating COVID-19 except in clinical settings.
";"We found the cure!
Death can be avoided, rest assured.
Covid has nothing on Ivermectin
and you don't have to stab your skin.

This affirmationn lacks crdebility,
data doesn't support it's effectiveness or safety.
The WHO recommend against it,
take the vaccine and get over with it.";
635;2293;29/07/2021;false; Ethylene oxide used in COVID-19 testing swabs literally changes the structure of the building blocks of your own body. ;['Health Care', 'Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Facebook posts'];https://www.politifact.com/factchecks/2021/jul/29/facebook-posts/covid-19-testing-swabs-wont-change-your-dna-contra/;"Ethylene oxide gas is used to sterilize around half of the medical equipment that is used across the United States. The equipment is then aerated so that any residual ethylene oxide can be released and dissipate.
The gas is a known carcinogen and can cause health issues if a person is exposed to a high concentration, but any trace amounts of ethylene oxide on a cotton swab would not be enough to cause harm or change a person’s DNA.
";"Cells are the building blocks for our body,
anything that may affect them, must be avoided.
Chemicals in covid swabs change cells structure, literally
therefore, swabs must be destroyed.

Is true that Ethylene is a threat to our health,
and may cause death,
But only when it's concentration is generous
which doesn't apply to cotton swabs,
proving that they aren't dangerous.";
674;2454;15/07/2021;false; Carbon dioxide is not a problem. The Earth has more than enough land and ocean plant life to metabolize it. ;['Climate Change', 'Facebook Fact-checks', 'Facebook posts'];https://www.politifact.com/factchecks/2021/jul/15/facebook-posts/yes-excess-carbon-dioxide-atmosphere-problem-earth/;" Carbon dioxide levels in the atmosphere have reached record highs. 
 Build-up of carbon dioxide in the atmosphere is an indicator that plants and the oceans can't absorb fossil-fuel waste fast enough. 
 Absorbing excess carbon dioxide is harmful to oceans and sea life because it increases acid levels in the water. 
";"C02 is not a problem,
land and ocean plants got it!
They're more than enought, trust them
they can consume all of it.

Plants work, but not fast enougth,
and for sea life, is specially tought. 
Therefore, this information is deceiving,
Don't believe it, levels of C02 keep on increasing.";
154;480;06/11/2020;mostly-true; West Virginia is near last in the U.S. rankings of education, clean drinking water, and child mortality. ;['West Virginia', 'Environment', 'Children', 'Education', 'Paula Jean Swearengin'];https://www.politifact.com/factchecks/2020/nov/06/paula-jean-swearengin/does-wva-rank-near-last-education-drinking-water-c/;" In standard federal government rankings of drinking water quality and child mortality, West Virginia ranks among the bottom five states.
 The state also ranked no higher than ninth from the bottom in several common math and reading tests for the National Assessment of Educational Progress.
 However, a measure of the state’s high-school graduation rate shows West Virginia among the nation’s best.
";"Their water quality is lowering
more of the children dying,
and don't get me started on their education though,
there's no suprise on them ranking so low.

Be it in math or in letters,
tests don't show any successes,
However, there's something good to be addressed,
something they qualify as the nation's best,
in results they migth not be great,
but at least a good chunck of them graduate.";
1046;34669;01/07/2020;false; Four kids who took the coronavirus vaccine died immediately. ;['Public Health', 'Facebook Fact-checks', 'Coronavirus', 'Viral image'];https://www.politifact.com/factchecks/2020/jul/01/viral-image/no-coronavirus-vaccines-development-havent-killed-/;" There is no evidence that children have died because of a COVID-19 vaccine.
 No vaccine currently in development has been approved for widespread public use.
 There is no evidence the vaccines in development will contain microchips.
";"To convince people not to take the vaccine,
you need to make people less serene,
death is the scariest argument,
more so if kids are taking the punishment.

But, don't go spreading the lies,
your life won't be compromise.
Vaccines are not the enemy,
they won't contain microchips nor are they deadly.";
;;;;;;;;;
